timestamp,machine_id,machine_type,temperature_C,vibration_g,feature_1,operating_hours,RUL,failure,feature_1_name
2023-01-01 14:24:00,CNC_1,CNC,54.24,0.292,53.31,0.0,5226.97,0,spindle_load_%
2023-01-01 14:36:00,CNC_1,CNC,60.06,0.38,55.61,0.0,4802.53,0,spindle_load_%
2023-01-01 14:48:00,CNC_1,CNC,63.88,0.302,56.35,0.0,5314.91,0,spindle_load_%
2023-01-01 15:00:00,CNC_1,CNC,78.96,0.707,89.79,830.57,765.45,0,spindle_load_%
2023-01-01 15:12:00,CNC_1,CNC,74.35,0.797,80.36,726.19,1258.92,0,spindle_load_%
2023-01-01 15:24:00,CNC_1,CNC,73.39,0.832,71.74,491.44,2711.38,0,spindle_load_%
2023-01-01 15:36:00,CNC_1,CNC,74.24,0.946,70.46,901.37,517.52,0,spindle_load_%
2023-01-01 15:48:00,CNC_1,CNC,67.37,0.468,56.98,124.44,4482.08,0,spindle_load_%
2023-01-01 16:00:00,CNC_1,CNC,73.81,0.496,69.52,579.37,2260.6,0,spindle_load_%
2023-01-01 16:12:00,CNC_1,CNC,65.46,0.424,46.78,0.0,5071.11,0,spindle_load_%
2023-01-01 16:24:00,CNC_1,CNC,79.98,0.616,80.06,622.05,1813.93,0,spindle_load_%
2023-01-01 16:36:00,CNC_1,CNC,72.5,0.518,79.93,391.15,3013.55,0,spindle_load_%
2023-01-01 16:48:00,CNC_1,CNC,59.03,0.538,63.0,0.0,4852.59,0,spindle_load_%
2023-01-01 17:00:00,CNC_1,CNC,72.68,1.05,75.06,714.47,1477.77,0,spindle_load_%
2023-01-01 17:12:00,CNC_1,CNC,78.94,0.939,78.92,842.29,855.26,0,spindle_load_%
2023-01-01 17:24:00,CNC_1,CNC,69.68,0.544,42.26,40.76,4893.43,0,spindle_load_%
2023-01-01 17:36:00,CNC_1,CNC,71.52,0.151,63.26,0.0,4528.89,0,spindle_load_%
2023-01-01 17:48:00,CNC_1,CNC,70.63,0.236,51.71,0.0,4885.92,0,spindle_load_%
2023-01-01 18:00:00,CNC_1,CNC,59.47,0.368,52.54,0.0,4871.09,0,spindle_load_%
2023-01-01 18:12:00,CNC_1,CNC,68.9,0.597,66.17,0.0,4802.78,0,spindle_load_%
2023-01-01 18:24:00,CNC_1,CNC,70.19,0.688,57.52,522.23,2299.95,0,spindle_load_%
2023-01-01 18:36:00,CNC_1,CNC,61.08,0.549,68.15,7.35,5142.65,0,spindle_load_%
2023-01-01 18:48:00,CNC_1,CNC,58.83,0.311,54.79,0.0,5390.86,0,spindle_load_%
2023-01-01 19:00:00,CNC_1,CNC,74.62,0.607,74.83,588.07,2125.17,0,spindle_load_%
2023-01-01 19:12:00,CNC_1,CNC,62.63,0.398,59.37,0.0,5399.77,0,spindle_load_%
2023-01-01 19:24:00,CNC_1,CNC,65.03,0.335,54.12,0.0,4585.43,0,spindle_load_%
2023-01-01 19:36:00,CNC_1,CNC,74.32,0.735,72.45,643.17,1936.97,0,spindle_load_%
2023-01-01 19:48:00,CNC_1,CNC,72.99,0.484,52.64,0.0,5184.44,0,spindle_load_%
2023-01-01 20:00:00,CNC_1,CNC,68.48,0.35,64.38,0.0,5071.09,0,spindle_load_%
2023-01-01 20:12:00,CNC_1,CNC,66.85,0.384,58.58,0.0,4722.43,0,spindle_load_%
2023-01-01 20:24:00,CNC_1,CNC,61.87,0.42,54.91,304.93,3586.02,0,spindle_load_%
2023-01-01 20:36:00,CNC_1,CNC,74.18,0.999,89.79,573.9,2232.09,0,spindle_load_%
2023-01-01 20:48:00,CNC_1,CNC,71.42,0.604,47.06,236.92,4145.82,0,spindle_load_%
2023-01-01 21:00:00,CNC_1,CNC,62.29,0.282,50.03,0.0,5246.88,0,spindle_load_%
2023-01-01 21:12:00,CNC_1,CNC,66.53,0.424,43.91,162.36,4546.64,0,spindle_load_%
2023-01-01 21:24:00,CNC_1,CNC,68.74,0.239,56.91,0.0,4772.88,0,spindle_load_%
2023-01-01 21:36:00,CNC_1,CNC,75.37,0.262,34.76,0.0,4685.61,0,spindle_load_%
2023-01-01 21:48:00,CNC_1,CNC,72.67,0.929,88.86,543.51,2228.06,0,spindle_load_%
2023-01-01 22:00:00,CNC_1,CNC,69.12,0.885,71.81,653.07,1794.43,0,spindle_load_%
2023-01-01 22:12:00,CNC_1,CNC,64.47,0.797,42.98,0.0,4658.6,0,spindle_load_%
2023-01-01 22:24:00,CNC_1,CNC,70.81,0.652,72.77,293.09,3466.76,0,spindle_load_%
2023-01-01 22:36:00,CNC_1,CNC,65.49,0.446,51.87,0.0,4944.76,0,spindle_load_%
2023-01-01 22:48:00,CNC_1,CNC,66.35,0.349,59.97,0.0,5303.85,0,spindle_load_%
2023-01-01 23:00:00,CNC_1,CNC,66.34,0.584,61.15,195.73,4338.3,0,spindle_load_%
2023-01-01 23:12:00,CNC_1,CNC,79.67,0.754,58.89,559.32,2388.26,0,spindle_load_%
2023-01-01 23:24:00,CNC_1,CNC,83.49,0.751,74.13,752.59,1268.46,0,spindle_load_%
2023-01-01 23:36:00,CNC_1,CNC,62.33,0.619,38.54,20.95,5208.44,0,spindle_load_%
2023-01-01 23:48:00,CNC_1,CNC,91.79,1.002,78.98,747.23,1331.12,0,spindle_load_%
2023-01-02 00:00:00,CNC_1,CNC,73.98,0.813,77.68,643.01,1622.44,0,spindle_load_%
2023-01-02 00:12:00,CNC_1,CNC,69.18,0.521,57.62,56.76,4343.94,0,spindle_load_%
2023-01-02 00:24:00,CNC_1,CNC,65.94,0.454,57.3,124.88,4598.51,0,spindle_load_%
2023-01-02 00:36:00,CNC_1,CNC,81.29,0.914,52.72,635.68,1995.02,0,spindle_load_%
2023-01-02 00:48:00,CNC_1,CNC,68.28,0.429,54.85,0.0,5118.45,0,spindle_load_%
2023-01-02 01:00:00,CNC_1,CNC,63.06,0.569,62.58,0.0,5104.27,0,spindle_load_%
2023-01-02 01:12:00,CNC_1,CNC,61.14,0.461,47.23,0.0,4939.63,0,spindle_load_%
2023-01-02 01:24:00,CNC_1,CNC,58.1,0.306,61.9,0.0,5456.15,0,spindle_load_%
2023-01-02 01:36:00,CNC_1,CNC,69.77,0.477,60.8,0.0,4697.78,0,spindle_load_%
2023-01-02 01:48:00,CNC_1,CNC,67.58,0.304,58.46,0.0,4855.48,0,spindle_load_%
2023-01-02 02:00:00,CNC_1,CNC,69.0,0.513,64.51,0.0,5061.33,0,spindle_load_%
2023-01-02 02:12:00,CNC_1,CNC,77.13,0.796,80.74,573.9,2338.96,0,spindle_load_%
2023-01-02 02:24:00,CNC_1,CNC,69.52,0.454,63.01,265.29,3999.36,0,spindle_load_%
2023-01-02 02:36:00,CNC_1,CNC,61.28,0.299,53.84,0.0,5151.12,0,spindle_load_%
2023-01-02 02:48:00,CNC_1,CNC,74.3,0.884,66.38,785.38,1011.72,0,spindle_load_%
2023-01-02 03:00:00,CNC_1,CNC,72.6,0.662,61.53,443.7,2867.5,0,spindle_load_%
2023-01-02 03:12:00,CNC_1,CNC,68.3,0.541,42.14,0.0,5013.7,0,spindle_load_%
2023-01-02 03:24:00,CNC_1,CNC,69.41,0.614,63.93,524.85,2281.22,0,spindle_load_%
2023-01-02 03:36:00,CNC_1,CNC,69.15,0.371,52.88,0.0,4508.31,0,spindle_load_%
2023-01-02 03:48:00,CNC_1,CNC,57.03,0.577,49.19,136.9,3912.52,0,spindle_load_%
2023-01-02 04:00:00,CNC_1,CNC,73.11,0.754,81.5,462.46,2446.87,0,spindle_load_%
2023-01-02 04:12:00,CNC_1,CNC,72.1,0.493,83.76,957.68,216.96,0,spindle_load_%
2023-01-02 04:24:00,CNC_1,CNC,74.61,0.61,57.89,41.93,4666.9,0,spindle_load_%
2023-01-02 04:36:00,CNC_1,CNC,71.25,0.869,64.63,640.18,1809.42,0,spindle_load_%
2023-01-02 04:48:00,CNC_1,CNC,70.96,0.619,70.64,218.01,3890.36,0,spindle_load_%
2023-01-02 05:00:00,CNC_1,CNC,78.8,0.459,50.93,0.0,4961.49,0,spindle_load_%
2023-01-02 05:12:00,CNC_1,CNC,64.87,0.135,49.44,0.0,5315.44,0,spindle_load_%
2023-01-02 05:24:00,CNC_1,CNC,69.51,0.584,69.33,437.27,3053.31,0,spindle_load_%
2023-01-02 05:36:00,CNC_1,CNC,68.71,0.881,70.64,517.8,2474.07,0,spindle_load_%
2023-01-02 05:48:00,CNC_1,CNC,76.12,0.797,78.57,719.59,1310.02,0,spindle_load_%
2023-01-02 06:00:00,CNC_1,CNC,69.13,0.27,49.74,0.0,4680.09,0,spindle_load_%
2023-01-02 06:12:00,CNC_1,CNC,63.48,0.198,48.45,0.0,4858.92,0,spindle_load_%
2023-01-02 06:24:00,CNC_1,CNC,62.62,0.531,57.1,0.0,4542.92,0,spindle_load_%
2023-01-02 06:36:00,CNC_1,CNC,65.97,0.528,53.9,0.0,4788.6,0,spindle_load_%
2023-01-02 06:48:00,CNC_1,CNC,75.13,0.712,73.48,480.88,2672.75,0,spindle_load_%
2023-01-02 07:00:00,CNC_1,CNC,62.09,0.034,53.93,0.0,5196.43,0,spindle_load_%
2023-01-02 07:12:00,CNC_1,CNC,72.11,0.539,62.72,0.0,4641.82,0,spindle_load_%
2023-01-02 07:24:00,CNC_1,CNC,81.21,0.814,76.63,681.71,1664.98,0,spindle_load_%
2023-01-02 07:36:00,CNC_1,CNC,61.91,0.353,59.93,0.0,5381.04,0,spindle_load_%
2023-01-02 07:48:00,CNC_1,CNC,82.88,0.854,75.13,808.86,1009.59,0,spindle_load_%
2023-01-02 08:00:00,CNC_1,CNC,65.0,0.49,43.45,0.0,4503.1,0,spindle_load_%
2023-01-02 08:12:00,CNC_1,CNC,65.4,0.793,69.01,669.86,1551.2,0,spindle_load_%
2023-01-02 08:24:00,CNC_1,CNC,72.26,0.77,70.97,580.67,1930.38,0,spindle_load_%
2023-01-02 08:36:00,CNC_1,CNC,72.26,0.449,57.4,0.0,4968.4,0,spindle_load_%
2023-01-02 08:48:00,CNC_1,CNC,69.92,0.302,66.94,116.24,4423.76,0,spindle_load_%
2023-01-02 09:00:00,CNC_1,CNC,70.49,0.735,58.17,372.93,2965.63,0,spindle_load_%
2023-01-02 09:12:00,CNC_1,CNC,57.23,0.523,58.01,0.0,5010.08,0,spindle_load_%
2023-01-02 09:24:00,CNC_1,CNC,71.55,0.712,86.13,659.06,1753.86,0,spindle_load_%
2023-01-02 09:36:00,CNC_1,CNC,62.97,0.803,55.62,251.96,3840.18,0,spindle_load_%
2023-01-02 09:48:00,CNC_1,CNC,68.19,0.351,59.83,0.0,4749.98,0,spindle_load_%
2023-01-02 10:00:00,CNC_1,CNC,62.28,0.376,55.33,0.0,5211.44,0,spindle_load_%
2023-01-02 10:12:00,CNC_1,CNC,67.6,0.816,66.12,499.7,2681.2,0,spindle_load_%
2023-01-02 10:24:00,CNC_1,CNC,71.24,0.546,49.27,452.21,2516.81,0,spindle_load_%
2023-01-02 10:36:00,CNC_1,CNC,64.04,0.762,61.28,0.0,5219.72,0,spindle_load_%
2023-01-02 10:48:00,CNC_1,CNC,64.9,0.361,55.18,0.0,4610.33,0,spindle_load_%
2023-01-02 11:00:00,CNC_1,CNC,67.74,0.223,63.91,0.0,4920.75,0,spindle_load_%
2023-01-02 11:12:00,CNC_1,CNC,77.51,0.865,76.37,545.96,2105.21,0,spindle_load_%
2023-01-02 11:24:00,CNC_1,CNC,72.28,0.788,74.09,462.5,2471.47,0,spindle_load_%
2023-01-02 11:36:00,CNC_1,CNC,65.93,0.422,61.22,172.89,3805.55,0,spindle_load_%
2023-01-02 11:48:00,CNC_1,CNC,74.07,0.267,45.92,87.91,4586.79,0,spindle_load_%
2023-01-02 12:00:00,CNC_1,CNC,65.82,0.408,56.39,0.0,4729.94,0,spindle_load_%
2023-01-02 12:12:00,CNC_1,CNC,70.58,0.541,75.63,304.68,3461.54,0,spindle_load_%
2023-01-02 12:24:00,CNC_1,CNC,57.0,0.276,54.17,0.0,4707.31,0,spindle_load_%
2023-01-02 12:36:00,CNC_1,CNC,56.78,0.374,68.29,0.0,4673.58,0,spindle_load_%
2023-01-02 12:48:00,CNC_1,CNC,65.1,0.435,44.92,0.0,4868.73,0,spindle_load_%
2023-01-02 13:00:00,CNC_1,CNC,64.21,0.436,57.05,136.57,4704.92,0,spindle_load_%
2023-01-02 13:12:00,CNC_1,CNC,71.41,0.484,46.11,0.0,5442.23,0,spindle_load_%
2023-01-02 13:24:00,CNC_1,CNC,69.95,0.623,71.56,226.29,4213.38,0,spindle_load_%
2023-01-02 13:36:00,CNC_1,CNC,81.77,0.602,66.25,658.53,1713.02,0,spindle_load_%
2023-01-02 13:48:00,CNC_1,CNC,58.71,0.365,58.73,0.0,5109.62,0,spindle_load_%
2023-01-02 14:00:00,CNC_1,CNC,69.94,0.389,52.44,0.0,4618.6,0,spindle_load_%
2023-01-02 14:12:00,CNC_1,CNC,65.76,0.275,71.72,0.0,5002.49,0,spindle_load_%
2023-01-02 14:24:00,CNC_1,CNC,59.58,0.532,76.43,155.1,4375.11,0,spindle_load_%
2023-01-02 14:36:00,CNC_1,CNC,74.36,0.745,70.8,510.52,2689.97,0,spindle_load_%
2023-01-02 14:48:00,CNC_1,CNC,64.1,0.606,37.31,0.0,4645.78,0,spindle_load_%
2023-01-02 15:00:00,CNC_1,CNC,76.54,0.341,60.61,284.11,3653.25,0,spindle_load_%
2023-01-02 15:12:00,CNC_1,CNC,62.85,0.488,42.22,0.0,4848.91,0,spindle_load_%
2023-01-02 15:24:00,CNC_1,CNC,74.51,0.992,58.5,466.85,2456.62,0,spindle_load_%
2023-01-02 15:36:00,CNC_1,CNC,65.95,0.301,58.41,0.0,4886.05,0,spindle_load_%
2023-01-02 15:48:00,CNC_1,CNC,71.89,0.576,72.49,486.19,2487.84,0,spindle_load_%
2023-01-02 16:00:00,CNC_1,CNC,80.55,0.633,73.82,430.22,2977.77,0,spindle_load_%
2023-01-02 16:12:00,CNC_1,CNC,58.65,0.261,59.01,8.87,4461.75,0,spindle_load_%
2023-01-02 16:24:00,CNC_1,CNC,84.35,0.931,76.36,746.05,1302.65,0,spindle_load_%
2023-01-02 16:36:00,CNC_1,CNC,76.77,0.683,83.39,869.02,653.54,0,spindle_load_%
2023-01-02 16:48:00,CNC_1,CNC,77.66,0.662,67.73,494.52,2749.75,0,spindle_load_%
2023-01-02 17:00:00,CNC_1,CNC,70.78,0.513,63.38,324.33,3680.32,0,spindle_load_%
2023-01-02 17:12:00,CNC_1,CNC,75.5,0.363,52.13,0.0,4750.99,0,spindle_load_%
2023-01-02 17:24:00,CNC_1,CNC,65.75,0.671,61.52,278.59,3297.29,0,spindle_load_%
2023-01-02 17:36:00,CNC_1,CNC,64.43,0.705,71.71,166.95,4294.26,0,spindle_load_%
2023-01-02 17:48:00,CNC_1,CNC,67.09,0.324,73.24,341.88,3599.44,0,spindle_load_%
2023-01-02 18:00:00,CNC_1,CNC,61.58,0.519,39.24,0.0,4842.09,0,spindle_load_%
2023-01-02 18:12:00,CNC_1,CNC,78.38,0.575,78.69,586.36,2009.53,0,spindle_load_%
2023-01-02 18:24:00,CNC_1,CNC,68.6,0.398,58.79,249.64,3616.15,0,spindle_load_%
2023-01-02 18:36:00,CNC_1,CNC,68.43,0.416,59.68,0.0,5166.84,0,spindle_load_%
2023-01-02 18:48:00,CNC_1,CNC,75.08,0.173,68.34,13.67,4556.76,0,spindle_load_%
2023-01-02 19:00:00,CNC_1,CNC,67.9,0.36,49.11,147.56,4433.25,0,spindle_load_%
2023-01-02 19:12:00,CNC_1,CNC,66.32,0.629,58.5,168.99,4438.68,0,spindle_load_%
2023-01-02 19:24:00,CNC_1,CNC,72.56,0.182,54.9,0.0,5080.51,0,spindle_load_%
2023-01-02 19:36:00,CNC_1,CNC,58.74,0.455,62.1,0.0,4620.2,0,spindle_load_%
2023-01-02 19:48:00,CNC_1,CNC,71.45,0.352,73.7,540.98,2255.13,0,spindle_load_%
2023-01-02 20:00:00,CNC_1,CNC,67.18,0.461,64.89,0.0,4996.61,0,spindle_load_%
2023-01-02 20:12:00,CNC_1,CNC,68.45,0.854,82.15,563.68,2380.93,0,spindle_load_%
2023-01-02 20:24:00,CNC_1,CNC,69.96,1.002,78.66,835.13,815.03,0,spindle_load_%
2023-01-02 20:36:00,CNC_1,CNC,71.52,0.729,64.96,473.37,2500.8,0,spindle_load_%
2023-01-02 20:48:00,CNC_1,CNC,61.62,0.405,46.3,0.0,5345.14,0,spindle_load_%
2023-01-02 21:00:00,CNC_1,CNC,59.57,0.502,45.81,0.0,4699.92,0,spindle_load_%
2023-01-02 21:12:00,CNC_1,CNC,77.67,0.843,59.87,671.27,1791.18,0,spindle_load_%
2023-01-02 21:24:00,CNC_1,CNC,61.61,0.579,47.15,0.0,4682.05,0,spindle_load_%
2023-01-02 21:36:00,CNC_1,CNC,74.1,0.926,84.11,835.72,886.14,0,spindle_load_%
2023-01-02 21:48:00,CNC_1,CNC,63.74,0.31,66.38,0.0,5167.36,0,spindle_load_%
2023-01-02 22:00:00,CNC_1,CNC,73.69,0.547,55.68,0.0,4529.9,0,spindle_load_%
2023-01-02 22:12:00,CNC_1,CNC,67.47,0.536,72.21,467.71,2733.42,0,spindle_load_%
2023-01-02 22:24:00,CNC_1,CNC,67.09,0.61,60.2,0.0,4528.71,0,spindle_load_%
2023-01-02 22:36:00,CNC_1,CNC,61.06,0.701,54.17,239.91,3471.83,0,spindle_load_%
2023-01-02 22:48:00,CNC_1,CNC,63.08,0.438,70.97,0.0,5192.07,0,spindle_load_%
2023-01-02 23:00:00,CNC_1,CNC,83.0,0.589,58.43,176.31,4384.67,0,spindle_load_%
2023-01-02 23:12:00,CNC_1,CNC,69.71,0.615,56.51,139.65,4442.1,0,spindle_load_%
2023-01-02 23:24:00,CNC_1,CNC,80.35,0.689,71.72,396.55,2861.93,0,spindle_load_%
2023-01-02 23:36:00,CNC_1,CNC,68.33,0.463,61.71,0.0,4638.16,0,spindle_load_%
2023-01-02 23:48:00,CNC_1,CNC,63.21,0.368,48.8,94.99,4256.18,0,spindle_load_%
2023-01-03 00:00:00,CNC_1,CNC,67.2,0.517,58.66,0.0,5195.69,0,spindle_load_%
2023-01-03 00:12:00,CNC_1,CNC,85.62,0.889,84.84,857.76,745.99,0,spindle_load_%
2023-01-03 00:24:00,CNC_1,CNC,59.54,0.342,60.56,0.0,5195.1,0,spindle_load_%
2023-01-03 00:36:00,CNC_1,CNC,69.25,0.356,54.43,0.0,4896.02,0,spindle_load_%
2023-01-03 00:48:00,CNC_1,CNC,58.76,0.4,64.82,88.85,4502.31,0,spindle_load_%
2023-01-03 01:00:00,CNC_1,CNC,67.88,0.475,55.4,0.0,5062.42,0,spindle_load_%
2023-01-03 01:12:00,CNC_1,CNC,65.04,0.301,60.59,0.0,4970.5,0,spindle_load_%
2023-01-03 01:24:00,CNC_1,CNC,67.1,0.474,50.79,0.0,5244.07,0,spindle_load_%
2023-01-03 01:36:00,CNC_1,CNC,54.23,0.565,51.17,0.0,5099.6,0,spindle_load_%
2023-01-03 01:48:00,CNC_1,CNC,60.69,0.504,51.86,0.0,5454.62,0,spindle_load_%
2023-01-03 02:00:00,CNC_1,CNC,83.27,1.011,86.4,989.87,49.28,1,spindle_load_%
2023-01-03 02:12:00,CNC_1,CNC,63.1,0.779,66.95,298.77,3270.06,0,spindle_load_%
2023-01-03 02:24:00,CNC_1,CNC,63.15,0.422,40.79,0.0,5264.46,0,spindle_load_%
2023-01-03 02:36:00,CNC_1,CNC,67.04,0.246,44.18,0.0,4745.69,0,spindle_load_%
2023-01-03 02:48:00,CNC_1,CNC,69.05,1.034,73.3,841.79,751.58,0,spindle_load_%
2023-01-03 03:00:00,CNC_1,CNC,85.47,0.832,66.95,898.78,522.32,0,spindle_load_%
2023-01-03 03:12:00,CNC_1,CNC,62.45,0.707,59.81,202.04,4194.31,0,spindle_load_%
