timestamp,machine_id,machine_type,temperature_C,vibration_g,feature_1,time_since_last_maintenance,RUL,failure,feature_1_name
2023-01-01 05:12:00,CNC_1,CNC,73.58,0.479,65.4,5.4,3744.18,0,spindle_load_%
2023-01-01 05:24:00,CNC_1,CNC,70.07,0.472,67.98,5.6,3027.96,0,spindle_load_%
2023-01-01 05:36:00,CNC_1,CNC,65.56,0.836,64.18,5.8,2621.74,0,spindle_load_%
2023-01-01 05:48:00,CNC_1,CNC,66.01,0.442,52.93,6.0,5313.5,0,spindle_load_%
2023-01-01 06:00:00,CNC_1,CNC,67.93,0.329,61.97,6.2,4678.61,0,spindle_load_%
2023-01-01 06:12:00,CNC_1,CNC,64.14,0.654,82.25,6.4,3192.67,0,spindle_load_%
2023-01-01 06:24:00,CNC_1,CNC,67.97,0.617,75.06,6.6,2383.75,0,spindle_load_%
2023-01-01 06:36:00,CNC_1,CNC,65.9,0.453,58.91,6.8,5003.87,0,spindle_load_%
2023-01-01 06:48:00,CNC_1,CNC,68.17,0.566,58.28,7.0,5208.5,0,spindle_load_%
2023-01-01 07:00:00,CNC_1,CNC,63.79,0.501,70.2,7.2,5416.64,0,spindle_load_%
2023-01-01 07:12:00,CNC_1,CNC,73.33,0.614,81.84,7.4,2311.13,0,spindle_load_%
2023-01-01 07:24:00,CNC_1,CNC,69.66,0.285,72.3,7.6,3472.25,0,spindle_load_%
2023-01-01 07:36:00,CNC_1,CNC,68.91,0.65,70.83,7.8,2639.72,0,spindle_load_%
2023-01-01 07:48:00,CNC_1,CNC,70.17,0.675,59.94,8.0,3269.9,0,spindle_load_%
2023-01-01 08:00:00,CNC_1,CNC,67.57,0.361,60.91,8.2,4950.18,0,spindle_load_%
2023-01-01 08:12:00,CNC_1,CNC,68.08,0.26,63.69,8.4,4961.85,0,spindle_load_%
2023-01-01 08:24:00,CNC_1,CNC,62.32,0.521,57.94,8.6,5445.45,0,spindle_load_%
2023-01-01 08:36:00,CNC_1,CNC,81.95,0.677,67.73,8.8,2279.18,0,spindle_load_%
2023-01-01 08:48:00,CNC_1,CNC,67.75,0.468,67.09,9.0,4279.21,0,spindle_load_%
2023-01-01 09:00:00,CNC_1,CNC,56.92,0.242,46.46,9.2,5265.17,0,spindle_load_%
2023-01-01 09:12:00,CNC_1,CNC,71.39,0.722,57.44,9.4,4434.34,0,spindle_load_%
2023-01-01 09:24:00,CNC_1,CNC,69.33,0.618,74.65,9.6,3343.75,0,spindle_load_%
2023-01-01 09:36:00,CNC_1,CNC,64.87,0.616,71.82,9.8,3506.85,0,spindle_load_%
2023-01-01 09:48:00,CNC_1,CNC,67.51,0.428,63.01,10.0,5364.04,0,spindle_load_%
2023-01-01 10:00:00,CNC_1,CNC,60.29,0.854,67.38,10.2,2326.25,0,spindle_load_%
2023-01-01 10:12:00,CNC_1,CNC,62.6,0.747,79.5,10.4,2971.39,0,spindle_load_%
2023-01-01 10:24:00,CNC_1,CNC,64.31,0.543,67.9,10.6,4845.73,0,spindle_load_%
2023-01-01 10:36:00,CNC_1,CNC,71.57,0.646,60.94,10.8,4847.15,0,spindle_load_%
2023-01-01 10:48:00,CNC_1,CNC,66.91,0.221,56.1,11.0,4521.65,0,spindle_load_%
2023-01-01 11:00:00,CNC_1,CNC,60.78,0.726,53.59,11.2,5430.24,0,spindle_load_%
2023-01-01 11:12:00,CNC_1,CNC,73.76,0.808,71.63,11.4,2291.66,0,spindle_load_%
2023-01-01 11:24:00,CNC_1,CNC,78.89,0.523,67.38,11.6,3053.13,0,spindle_load_%
2023-01-01 11:36:00,CNC_1,CNC,61.29,0.202,50.11,11.8,5156.55,0,spindle_load_%
2023-01-01 11:48:00,CNC_1,CNC,64.81,0.336,49.46,12.0,4727.76,0,spindle_load_%
2023-01-01 12:00:00,CNC_1,CNC,69.77,0.86,66.57,12.2,980.29,0,spindle_load_%
2023-01-01 12:12:00,CNC_1,CNC,74.95,0.658,55.63,12.4,3196.61,0,spindle_load_%
2023-01-01 12:24:00,CNC_1,CNC,67.45,0.447,65.55,12.6,3749.99,0,spindle_load_%
2023-01-01 12:36:00,CNC_1,CNC,71.7,0.119,55.92,12.8,5498.08,0,spindle_load_%
2023-01-01 12:48:00,CNC_1,CNC,64.2,0.501,56.71,13.0,5265.5,0,spindle_load_%
2023-01-01 13:00:00,CNC_1,CNC,64.45,0.48,55.05,13.2,4418.64,0,spindle_load_%
2023-01-01 13:12:00,CNC_1,CNC,83.77,0.939,97.0,13.4,566.2,0,spindle_load_%
2023-01-01 13:24:00,CNC_1,CNC,67.45,0.404,48.4,13.6,4089.48,0,spindle_load_%
2023-01-01 13:36:00,CNC_1,CNC,57.89,0.239,60.95,13.8,4077.73,0,spindle_load_%
2023-01-01 13:48:00,CNC_1,CNC,67.54,0.163,62.16,14.0,5304.78,0,spindle_load_%
2023-01-01 14:00:00,CNC_1,CNC,66.86,0.593,76.44,14.2,3679.48,0,spindle_load_%
2023-01-01 14:12:00,CNC_1,CNC,69.48,0.36,47.87,14.4,5169.59,0,spindle_load_%
2023-01-01 14:24:00,CNC_1,CNC,54.24,0.292,53.31,14.6,4892.65,0,spindle_load_%
2023-01-01 14:36:00,CNC_1,CNC,60.06,0.38,55.61,14.8,5326.27,0,spindle_load_%
2023-01-01 14:48:00,CNC_1,CNC,63.88,0.302,56.35,15.0,5455.18,0,spindle_load_%
2023-01-01 15:00:00,CNC_1,CNC,78.96,0.707,89.79,15.2,1260.78,0,spindle_load_%
2023-01-01 15:12:00,CNC_1,CNC,74.35,0.797,80.36,15.4,1471.89,0,spindle_load_%
2023-01-01 15:24:00,CNC_1,CNC,73.39,0.832,71.74,15.6,2624.63,0,spindle_load_%
2023-01-01 15:36:00,CNC_1,CNC,74.24,0.946,70.46,15.8,1086.08,0,spindle_load_%
2023-01-01 15:48:00,CNC_1,CNC,67.37,0.468,56.98,16.0,4055.65,0,spindle_load_%
2023-01-01 16:00:00,CNC_1,CNC,73.81,0.496,69.52,16.2,2191.29,0,spindle_load_%
2023-01-01 16:12:00,CNC_1,CNC,65.46,0.424,46.78,16.4,4611.96,0,spindle_load_%
2023-01-01 16:24:00,CNC_1,CNC,79.98,0.616,80.06,16.6,1771.18,0,spindle_load_%
2023-01-01 16:36:00,CNC_1,CNC,72.5,0.518,79.93,16.8,3180.33,0,spindle_load_%
2023-01-01 16:48:00,CNC_1,CNC,59.03,0.538,63.0,17.0,4512.68,0,spindle_load_%
2023-01-01 17:00:00,CNC_1,CNC,72.68,1.05,75.06,17.2,1202.07,0,spindle_load_%
2023-01-01 17:12:00,CNC_1,CNC,78.94,0.939,78.92,17.4,704.22,0,spindle_load_%
2023-01-01 17:24:00,CNC_1,CNC,69.68,0.544,42.26,17.6,4680.41,0,spindle_load_%
2023-01-01 17:36:00,CNC_1,CNC,71.52,0.151,63.26,17.8,5036.35,0,spindle_load_%
2023-01-01 17:48:00,CNC_1,CNC,70.63,0.236,51.71,18.0,4790.97,0,spindle_load_%
2023-01-01 18:00:00,CNC_1,CNC,59.47,0.368,52.54,18.2,5406.66,0,spindle_load_%
2023-01-01 18:12:00,CNC_1,CNC,68.9,0.597,66.17,18.4,4819.69,0,spindle_load_%
2023-01-01 18:24:00,CNC_1,CNC,70.19,0.688,57.52,18.6,1713.02,0,spindle_load_%
2023-01-01 18:36:00,CNC_1,CNC,61.08,0.549,68.15,18.8,4653.29,0,spindle_load_%
2023-01-01 18:48:00,CNC_1,CNC,58.83,0.311,54.79,19.0,4682.5,0,spindle_load_%
2023-01-01 19:00:00,CNC_1,CNC,74.62,0.607,74.83,19.2,1920.85,0,spindle_load_%
2023-01-01 19:12:00,CNC_1,CNC,62.63,0.398,59.37,19.4,4502.15,0,spindle_load_%
2023-01-01 19:24:00,CNC_1,CNC,65.03,0.335,54.12,19.6,4894.23,0,spindle_load_%
2023-01-01 19:36:00,CNC_1,CNC,74.32,0.735,72.45,19.8,1537.9,0,spindle_load_%
2023-01-01 19:48:00,CNC_1,CNC,72.99,0.484,52.64,20.0,4740.71,0,spindle_load_%
2023-01-01 20:00:00,CNC_1,CNC,68.48,0.35,64.38,20.2,5068.29,0,spindle_load_%
2023-01-01 20:12:00,CNC_1,CNC,66.85,0.384,58.58,20.4,5442.37,0,spindle_load_%
2023-01-01 20:24:00,CNC_1,CNC,61.87,0.42,54.91,20.6,3635.35,0,spindle_load_%
2023-01-01 20:36:00,CNC_1,CNC,74.18,0.999,89.79,20.8,1884.11,0,spindle_load_%
2023-01-01 20:48:00,CNC_1,CNC,71.42,0.604,47.06,21.0,4226.34,0,spindle_load_%
2023-01-01 21:00:00,CNC_1,CNC,62.29,0.282,50.03,21.2,5306.22,0,spindle_load_%
2023-01-01 21:12:00,CNC_1,CNC,66.53,0.424,43.91,21.4,3859.51,0,spindle_load_%
2023-01-01 21:24:00,CNC_1,CNC,68.74,0.239,56.91,21.6,5362.23,0,spindle_load_%
2023-01-01 21:36:00,CNC_1,CNC,75.37,0.262,34.76,21.8,4685.48,0,spindle_load_%
2023-01-01 21:48:00,CNC_1,CNC,72.67,0.929,88.86,22.0,1718.12,0,spindle_load_%
2023-01-01 22:00:00,CNC_1,CNC,69.12,0.885,71.81,22.2,2277.17,0,spindle_load_%
2023-01-01 22:12:00,CNC_1,CNC,64.47,0.797,42.98,22.4,4535.31,0,spindle_load_%
2023-01-01 22:24:00,CNC_1,CNC,70.81,0.652,72.77,22.6,3423.3,0,spindle_load_%
2023-01-01 22:36:00,CNC_1,CNC,65.49,0.446,51.87,22.8,4582.6,0,spindle_load_%
2023-01-01 22:48:00,CNC_1,CNC,66.35,0.349,59.97,23.0,4927.31,0,spindle_load_%
2023-01-01 23:00:00,CNC_1,CNC,66.34,0.584,61.15,23.2,3998.89,0,spindle_load_%
2023-01-01 23:12:00,CNC_1,CNC,79.67,0.754,58.89,23.4,2076.93,0,spindle_load_%
2023-01-01 23:24:00,CNC_1,CNC,83.49,0.751,74.13,23.6,364.46,0,spindle_load_%
2023-01-01 23:36:00,CNC_1,CNC,62.33,0.619,38.54,23.8,5159.17,0,spindle_load_%
2023-01-01 23:48:00,CNC_1,CNC,91.79,1.002,78.98,24.0,1698.47,0,spindle_load_%
2023-01-02 00:00:00,CNC_1,CNC,73.98,0.813,77.68,24.2,1861.89,0,spindle_load_%
2023-01-02 00:12:00,CNC_1,CNC,69.18,0.521,57.62,24.4,4222.88,0,spindle_load_%
2023-01-02 00:24:00,CNC_1,CNC,65.94,0.454,57.3,24.6,3960.29,0,spindle_load_%
2023-01-02 00:36:00,CNC_1,CNC,81.29,0.914,52.72,24.8,1243.55,0,spindle_load_%
2023-01-02 00:48:00,CNC_1,CNC,68.28,0.429,54.85,25.0,4603.97,0,spindle_load_%
2023-01-02 01:00:00,CNC_1,CNC,63.06,0.569,62.58,25.2,4542.45,0,spindle_load_%
2023-01-02 01:12:00,CNC_1,CNC,61.14,0.461,47.23,25.4,4726.0,0,spindle_load_%
2023-01-02 01:24:00,CNC_1,CNC,58.1,0.306,61.9,25.6,5379.57,0,spindle_load_%
2023-01-02 01:36:00,CNC_1,CNC,69.77,0.477,60.8,25.8,5041.69,0,spindle_load_%
2023-01-02 01:48:00,CNC_1,CNC,67.58,0.304,58.46,26.0,5044.63,0,spindle_load_%
2023-01-02 02:00:00,CNC_1,CNC,69.0,0.513,64.51,26.2,5235.16,0,spindle_load_%
2023-01-02 02:12:00,CNC_1,CNC,77.13,0.796,80.74,26.4,2042.37,0,spindle_load_%
2023-01-02 02:24:00,CNC_1,CNC,69.52,0.454,63.01,26.6,3645.85,0,spindle_load_%
2023-01-02 02:36:00,CNC_1,CNC,61.28,0.299,53.84,26.8,5113.07,0,spindle_load_%
2023-01-02 02:48:00,CNC_1,CNC,74.3,0.884,66.38,27.0,939.79,0,spindle_load_%
2023-01-02 03:00:00,CNC_1,CNC,72.6,0.662,61.53,27.2,2575.85,0,spindle_load_%
2023-01-02 03:12:00,CNC_1,CNC,68.3,0.541,42.14,27.4,4766.47,0,spindle_load_%
2023-01-02 03:24:00,CNC_1,CNC,69.41,0.614,63.93,27.6,2225.38,0,spindle_load_%
2023-01-02 03:36:00,CNC_1,CNC,69.15,0.371,52.88,27.8,4518.91,0,spindle_load_%
2023-01-02 03:48:00,CNC_1,CNC,57.03,0.577,49.19,28.0,4521.86,0,spindle_load_%
2023-01-02 04:00:00,CNC_1,CNC,73.11,0.754,81.5,28.2,2686.67,0,spindle_load_%
2023-01-02 04:12:00,CNC_1,CNC,72.1,0.493,83.76,28.4,152.91,0,spindle_load_%
2023-01-02 04:24:00,CNC_1,CNC,74.61,0.61,57.89,28.6,4773.72,0,spindle_load_%
2023-01-02 04:36:00,CNC_1,CNC,71.25,0.869,64.63,28.8,2320.81,0,spindle_load_%
2023-01-02 04:48:00,CNC_1,CNC,70.96,0.619,70.64,29.0,3832.11,0,spindle_load_%
2023-01-02 05:00:00,CNC_1,CNC,78.8,0.459,50.93,29.2,5312.03,0,spindle_load_%
2023-01-02 05:12:00,CNC_1,CNC,64.87,0.135,49.44,29.4,4782.53,0,spindle_load_%
2023-01-02 05:24:00,CNC_1,CNC,69.51,0.584,69.33,29.6,2618.21,0,spindle_load_%
2023-01-02 05:36:00,CNC_1,CNC,68.71,0.881,70.64,29.8,2691.44,0,spindle_load_%
2023-01-02 05:48:00,CNC_1,CNC,76.12,0.797,78.57,30.0,952.31,0,spindle_load_%
2023-01-02 06:00:00,CNC_1,CNC,69.13,0.27,49.74,30.2,4715.16,0,spindle_load_%
2023-01-02 06:12:00,CNC_1,CNC,63.48,0.198,48.45,30.4,4950.98,0,spindle_load_%
2023-01-02 06:24:00,CNC_1,CNC,62.62,0.531,57.1,30.6,4854.68,0,spindle_load_%
2023-01-02 06:36:00,CNC_1,CNC,65.97,0.528,53.9,30.8,4934.42,0,spindle_load_%
2023-01-02 06:48:00,CNC_1,CNC,75.13,0.712,73.48,31.0,2567.09,0,spindle_load_%
2023-01-02 07:00:00,CNC_1,CNC,62.09,0.034,53.93,31.2,4764.3,0,spindle_load_%
2023-01-02 07:12:00,CNC_1,CNC,72.11,0.539,62.72,31.4,5171.62,0,spindle_load_%
2023-01-02 07:24:00,CNC_1,CNC,81.21,0.814,76.63,31.6,1718.48,0,spindle_load_%
2023-01-02 07:36:00,CNC_1,CNC,61.91,0.353,59.93,31.8,5252.59,0,spindle_load_%
2023-01-02 07:48:00,CNC_1,CNC,82.88,0.854,75.13,32.0,1510.56,0,spindle_load_%
2023-01-02 08:00:00,CNC_1,CNC,65.0,0.49,43.45,32.2,5002.9,0,spindle_load_%
2023-01-02 08:12:00,CNC_1,CNC,65.4,0.793,69.01,32.4,940.45,0,spindle_load_%
2023-01-02 08:24:00,CNC_1,CNC,72.26,0.77,70.97,32.6,1423.54,0,spindle_load_%
2023-01-02 08:36:00,CNC_1,CNC,72.26,0.449,57.4,32.8,5126.69,0,spindle_load_%
2023-01-02 08:48:00,CNC_1,CNC,69.92,0.302,66.94,33.0,4856.43,0,spindle_load_%
2023-01-02 09:00:00,CNC_1,CNC,70.49,0.735,58.17,33.2,3124.64,0,spindle_load_%
2023-01-02 09:12:00,CNC_1,CNC,57.23,0.523,58.01,33.4,5137.73,0,spindle_load_%
2023-01-02 09:24:00,CNC_1,CNC,71.55,0.712,86.13,33.6,1669.68,0,spindle_load_%
2023-01-02 09:36:00,CNC_1,CNC,62.97,0.803,55.62,33.8,3638.89,0,spindle_load_%
2023-01-02 09:48:00,CNC_1,CNC,68.19,0.351,59.83,34.0,4952.01,0,spindle_load_%
2023-01-02 10:00:00,CNC_1,CNC,62.28,0.376,55.33,34.2,5022.25,0,spindle_load_%
2023-01-02 10:12:00,CNC_1,CNC,67.6,0.816,66.12,34.4,2487.56,0,spindle_load_%
2023-01-02 10:24:00,CNC_1,CNC,71.24,0.546,49.27,34.6,2535.25,0,spindle_load_%
2023-01-02 10:36:00,CNC_1,CNC,64.04,0.762,61.28,34.8,4777.06,0,spindle_load_%
2023-01-02 10:48:00,CNC_1,CNC,64.9,0.361,55.18,35.0,4740.37,0,spindle_load_%
2023-01-02 11:00:00,CNC_1,CNC,67.74,0.223,63.91,35.2,5144.97,0,spindle_load_%
2023-01-02 11:12:00,CNC_1,CNC,77.51,0.865,76.37,35.4,2278.47,0,spindle_load_%
2023-01-02 11:24:00,CNC_1,CNC,72.28,0.788,74.09,35.6,2223.63,0,spindle_load_%
2023-01-02 11:36:00,CNC_1,CNC,65.93,0.422,61.22,35.8,4037.36,0,spindle_load_%
2023-01-02 11:48:00,CNC_1,CNC,74.07,0.267,45.92,36.0,4693.61,0,spindle_load_%
2023-01-02 12:00:00,CNC_1,CNC,65.82,0.408,56.39,36.2,4741.14,0,spindle_load_%
2023-01-02 12:12:00,CNC_1,CNC,70.58,0.541,75.63,36.4,3591.27,0,spindle_load_%
2023-01-02 12:24:00,CNC_1,CNC,57.0,0.276,54.17,36.6,4527.76,0,spindle_load_%
2023-01-02 12:36:00,CNC_1,CNC,56.78,0.374,68.29,36.8,5140.68,0,spindle_load_%
2023-01-02 12:48:00,CNC_1,CNC,65.1,0.435,44.92,37.0,4801.19,0,spindle_load_%
2023-01-02 13:00:00,CNC_1,CNC,64.21,0.436,57.05,37.2,3823.65,0,spindle_load_%
2023-01-02 13:12:00,CNC_1,CNC,71.41,0.484,46.11,37.4,5000.95,0,spindle_load_%
2023-01-02 13:24:00,CNC_1,CNC,69.95,0.623,71.56,37.6,3381.65,0,spindle_load_%
2023-01-02 13:36:00,CNC_1,CNC,81.77,0.602,66.25,37.8,1961.37,0,spindle_load_%
2023-01-02 13:48:00,CNC_1,CNC,58.71,0.365,58.73,38.0,5101.22,0,spindle_load_%
2023-01-02 14:00:00,CNC_1,CNC,69.94,0.389,52.44,38.2,5488.47,0,spindle_load_%
2023-01-02 14:12:00,CNC_1,CNC,65.76,0.275,71.72,38.4,5067.59,0,spindle_load_%
2023-01-02 14:24:00,CNC_1,CNC,59.58,0.532,76.43,38.6,4564.28,0,spindle_load_%
2023-01-02 14:36:00,CNC_1,CNC,74.36,0.745,70.8,38.8,2052.13,0,spindle_load_%
2023-01-02 14:48:00,CNC_1,CNC,64.1,0.606,37.31,39.0,5231.22,0,spindle_load_%
2023-01-02 15:00:00,CNC_1,CNC,76.54,0.341,60.61,39.2,3588.24,0,spindle_load_%
2023-01-02 15:12:00,CNC_1,CNC,62.85,0.488,42.22,39.4,4915.51,0,spindle_load_%
2023-01-02 15:24:00,CNC_1,CNC,74.51,0.992,58.5,39.6,2570.02,0,spindle_load_%
2023-01-02 15:36:00,CNC_1,CNC,65.95,0.301,58.41,39.8,4972.37,0,spindle_load_%
2023-01-02 15:48:00,CNC_1,CNC,71.89,0.576,72.49,40.0,3116.18,0,spindle_load_%
2023-01-02 16:00:00,CNC_1,CNC,80.55,0.633,73.82,40.2,2758.08,0,spindle_load_%
2023-01-02 16:12:00,CNC_1,CNC,58.65,0.261,59.01,40.4,5368.83,0,spindle_load_%
2023-01-02 16:24:00,CNC_1,CNC,84.35,0.931,76.36,40.6,1307.18,0,spindle_load_%
2023-01-02 16:36:00,CNC_1,CNC,76.77,0.683,83.39,40.8,1261.58,0,spindle_load_%
2023-01-02 16:48:00,CNC_1,CNC,77.66,0.662,67.73,41.0,2001.16,0,spindle_load_%
2023-01-02 17:00:00,CNC_1,CNC,70.78,0.513,63.38,41.2,3879.04,0,spindle_load_%
2023-01-02 17:12:00,CNC_1,CNC,75.5,0.363,52.13,41.4,4631.81,0,spindle_load_%
2023-01-02 17:24:00,CNC_1,CNC,65.75,0.671,61.52,41.6,4104.65,0,spindle_load_%
2023-01-02 17:36:00,CNC_1,CNC,64.43,0.705,71.71,41.8,4331.25,0,spindle_load_%
2023-01-02 17:48:00,CNC_1,CNC,67.09,0.324,73.24,42.0,3321.49,0,spindle_load_%
2023-01-02 18:00:00,CNC_1,CNC,61.58,0.519,39.24,42.2,5301.61,0,spindle_load_%
2023-01-02 18:12:00,CNC_1,CNC,78.38,0.575,78.69,42.4,1414.3,0,spindle_load_%
2023-01-02 18:24:00,CNC_1,CNC,68.6,0.398,58.79,42.6,4149.89,0,spindle_load_%
2023-01-02 18:36:00,CNC_1,CNC,68.43,0.416,59.68,42.8,4947.86,0,spindle_load_%
2023-01-02 18:48:00,CNC_1,CNC,75.08,0.173,68.34,43.0,5201.79,0,spindle_load_%
2023-01-02 19:00:00,CNC_1,CNC,67.9,0.36,49.11,43.2,4296.05,0,spindle_load_%
2023-01-02 19:12:00,CNC_1,CNC,66.32,0.629,58.5,43.4,4479.02,0,spindle_load_%
2023-01-02 19:24:00,CNC_1,CNC,72.56,0.182,54.9,43.6,5061.71,0,spindle_load_%
2023-01-02 19:36:00,CNC_1,CNC,58.74,0.455,62.1,43.8,5050.26,0,spindle_load_%
2023-01-02 19:48:00,CNC_1,CNC,71.45,0.352,73.7,44.0,1988.92,0,spindle_load_%
2023-01-02 20:00:00,CNC_1,CNC,67.18,0.461,64.89,44.2,4671.0,0,spindle_load_%
2023-01-02 20:12:00,CNC_1,CNC,68.45,0.854,82.15,44.4,1737.32,0,spindle_load_%
2023-01-02 20:24:00,CNC_1,CNC,69.96,1.002,78.66,44.6,844.72,0,spindle_load_%
2023-01-02 20:36:00,CNC_1,CNC,71.52,0.729,64.96,44.8,2792.55,0,spindle_load_%
2023-01-02 20:48:00,CNC_1,CNC,61.62,0.405,46.3,45.0,4986.77,0,spindle_load_%
2023-01-02 21:00:00,CNC_1,CNC,59.57,0.502,45.81,45.2,4778.85,0,spindle_load_%
2023-01-02 21:12:00,CNC_1,CNC,77.67,0.843,59.87,45.4,1826.86,0,spindle_load_%
2023-01-02 21:24:00,CNC_1,CNC,61.61,0.579,47.15,45.6,5269.25,0,spindle_load_%
2023-01-02 21:36:00,CNC_1,CNC,74.1,0.926,84.11,45.8,932.23,0,spindle_load_%
2023-01-02 21:48:00,CNC_1,CNC,63.74,0.31,66.38,46.0,5197.75,0,spindle_load_%
2023-01-02 22:00:00,CNC_1,CNC,73.69,0.547,55.68,46.2,4724.14,0,spindle_load_%
2023-01-02 22:12:00,CNC_1,CNC,67.47,0.536,72.21,46.4,2594.71,0,spindle_load_%
2023-01-02 22:24:00,CNC_1,CNC,67.09,0.61,60.2,46.6,4528.38,0,spindle_load_%
2023-01-02 22:36:00,CNC_1,CNC,61.06,0.701,54.17,46.8,3992.69,0,spindle_load_%
2023-01-02 22:48:00,CNC_1,CNC,63.08,0.438,70.97,47.0,4705.42,0,spindle_load_%
2023-01-02 23:00:00,CNC_1,CNC,83.0,0.589,58.43,47.2,4440.7,0,spindle_load_%
2023-01-02 23:12:00,CNC_1,CNC,69.71,0.615,56.51,47.4,4497.2,0,spindle_load_%
2023-01-02 23:24:00,CNC_1,CNC,80.35,0.689,71.72,47.6,2515.26,0,spindle_load_%
2023-01-02 23:36:00,CNC_1,CNC,68.33,0.463,61.71,47.8,5330.52,0,spindle_load_%
2023-01-02 23:48:00,CNC_1,CNC,63.21,0.368,48.8,48.0,4896.94,0,spindle_load_%
2023-01-03 00:00:00,CNC_1,CNC,67.2,0.517,58.66,48.2,4634.26,0,spindle_load_%
2023-01-03 00:12:00,CNC_1,CNC,85.62,0.889,84.84,48.4,944.86,0,spindle_load_%
2023-01-03 00:24:00,CNC_1,CNC,59.54,0.342,60.56,48.6,4832.57,0,spindle_load_%
2023-01-03 00:36:00,CNC_1,CNC,69.25,0.356,54.43,48.8,5213.64,0,spindle_load_%
2023-01-03 00:48:00,CNC_1,CNC,58.76,0.4,64.82,49.0,4724.95,0,spindle_load_%
2023-01-03 01:00:00,CNC_1,CNC,67.88,0.475,55.4,49.2,4548.86,0,spindle_load_%
2023-01-03 01:12:00,CNC_1,CNC,65.04,0.301,60.59,49.4,5063.74,0,spindle_load_%
2023-01-03 01:24:00,CNC_1,CNC,67.1,0.474,50.79,49.6,5147.76,0,spindle_load_%
2023-01-03 01:36:00,CNC_1,CNC,54.23,0.565,51.17,49.8,4998.94,0,spindle_load_%
2023-01-03 01:48:00,CNC_1,CNC,60.69,0.504,51.86,50.0,5202.84,0,spindle_load_%
2023-01-03 02:00:00,CNC_1,CNC,83.27,1.011,86.4,50.2,1192.5,0,spindle_load_%
2023-01-03 02:12:00,CNC_1,CNC,63.1,0.779,66.95,50.4,3489.76,0,spindle_load_%
2023-01-03 02:24:00,CNC_1,CNC,63.15,0.422,40.79,50.6,4633.04,0,spindle_load_%
2023-01-03 02:36:00,CNC_1,CNC,67.04,0.246,44.18,50.8,4912.62,0,spindle_load_%
2023-01-03 02:48:00,CNC_1,CNC,69.05,1.034,73.3,51.0,714.21,0,spindle_load_%
2023-01-03 03:00:00,CNC_1,CNC,85.47,0.832,66.95,51.2,1373.44,0,spindle_load_%
2023-01-03 03:12:00,CNC_1,CNC,62.45,0.707,59.81,51.4,4186.83,0,spindle_load_%
